ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	SCAID	INFERRED_CLASS
23306	114_and	And	WEWAW	WEWAW	då	då	d̪ ɔ	wewa1238		19.020577	96.540526		1 7	AX	TU	153	153.T.C 153.U.V	2.0 1.5	d̪ɔ	0	7	And:7
23307	114_and	And	KARENBYU	KARENBYU	ki	ki	k i	geba1237		19.4991	96.9492		1 7	AX	KI	56	56.K.C 56.I.V	2.0 1.5	ki	0	9	And:9
23308	114_and	And	BRAEO	BRAEO	då	då	d̪ ɔ	geba1237		19.4991	96.9492		1 7	AX	TU	18	18.T.C 18.U.V	2.0 1.5	d̪ɔ	0	7	And:7
23309	114_and	And	KARENNI	KARENNI	nà (between nouns)	nà	n̪ a	east2342		19.8939	98.3359		4 7	AX	NA	57	57.N.C 57.A.V	2.0 1.5	n̪a	0	3	And:3
23310	114_and	And	KARENNI	KARENNI	rå (bet. phrases)	rå	r ɔ	east2342		19.8939	98.3359		5 7	AX	RU	57	57.R.C 57.U.V	2.0 1.5	rɔ	0	1	And:1
23311	114_and	And	GHEKO	GHEKO	då	då	d̪ ɔ	geko1235		19.6741	96.5308		1 7	AX	TU	41	41.T.C 41.U.V	2.0 1.5	d̪ɔ	0	7	And:7
23312	114_and	And	PADAUNG	PADAUNG	då	då	d̪ ɔ	kaya1315		19.5183	97.4138		1 7	AX	TU	107	107.T.C 107.U.V	2.0 1.5	d̪ɔ	0	7	And:7
23313	114_and	And	YEINBA	YEINBA	lö (between nouns and phrases)	lö	l ø	yinb1236		19.0383	97.2134		5 7	AX	LU	157	157.L.C 157.U.V	2.0 1.5	lø	0	1	And:1
23314	114_and	And	MOPWABILICHI	MOPWA_BILICHI	lö	lö	l ø	bili1249					5 7	AX	LU	97	97.L.C 97.U.V	2.0 1.5	lø	0	1	And:1
23315	114_and	And	MOPWABILICHI	MOPWA_BILICHI	lä (between nouns)	lä	l ɛ	bili1249					5 7	AX	LE	97	97.L.C 97.E.V	2.0 1.5	lɛ	0	1	And:1
23316	114_and	And	MOPWABILICHI	MOPWA_BILICHI	då (bet. phrases)	då	d̪ ɔ	bili1249					1 7	AX	TU	97	97.T.C 97.U.V	2.0 1.5	d̪ɔ	0	7	And:7
23317	114_and	And	MOPWADERMUHA	MOPWA_DERMUHA	lö (between nouns and phrases)	lö	l ø	derm1238					5 7	AX	LU	98	98.L.C 98.U.V	2.0 1.5	lø	0	1	And:1
23323	114_and	And	MANCHATIORPATNI	MANCHATI_OR_PATNI	uï	uï	u ɪ	karb1241		25.7317	93.0462		7 7	XZ	YI	86	86.Y.V 86.I.V	1.5 0.8	uɪ	0	16	And:16
23324	114_and	And	MANCHATIORPATNI	MANCHATI_OR_PATNI	e	e	e	karb1241		25.7317	93.0462		7	X	E	86	86.E.V	1.5	e	0	14	And:14
23325	114_and	And	KANASHI	KANASHI	hed	hed	h e d̪	kana1283		32.2843	77.1553		3 7 1	AXN	HET	54	54.H.C 54.E.V 54.T.c	2.0 1.5 0.8	hed̪	0	6	And:6
23326	114_and	And	KANAURI	KANAURI	ai	ai	ai	kinn1249		31.3688	78.3148		7	X	A	55	55.A.V	1.5	ai	0	14	And:14
23327	114_and	And	RANGKAS	RANGKAS	gār	gār	g ʌː r	rang1266		29.2278	80.0845		1 7 5	AXN	KER	118	118.K.C 118.E.V 118.R.c	2.0 1.5 0.8	gʌːr	0	9	And:9
23328	114_and	And	RANGKAS	RANGKAS	gāṅr	gāṅr	g ʌː ŋ r	rang1266		29.2278	80.0845		1 7 4 5	AXBC	KENR	118	118.K.C 118.E.V 118.N.C 118.R.C	2.0 1.5 1.75 1.5	gʌːŋr	0	9	And:9
23329	114_and	And	DHIMAL	DHIMAL	ai-dauṅ (?)	ai-dauṅ	ai + d̪ au ŋ	dhim1246		26.6283	88.3798		7 9 1 7 4	X_AXN	A_TAN	35	35.A.V 35._._ 35.T.C 35.A.V 35.N.c	1.5 0.0 2.0 1.5 0.8	ai+d̪auŋ	0	7	And:7
23330	114_and	And	THAMI	THAMI	ani	ani	ʌ n̪ i	than1259		28.7554	85.7657		7 4 7	XBZ	ENI	145	145.E.V 145.N.C 145.I.V	1.5 1.75 0.8	ʌn̪i	0	3	And:3
23331	114_and	And	LIMBU	LIMBU	nū	nū	n̪ uː	limb1266		27.2703	87.8859		4 7	AX	NY	77	77.N.C 77.Y.V	2.0 1.5	n̪uː	0	3	And:3
23332	114_and	And	YAKHA	YAKHA	i-k’ok	i-k’ok	i + kʱ o k	yakk1236		27.3714	87.9306		7 9 1 7 1	X_AXN	I_KUK	155	155.I.V 155._._ 155.K.C 155.U.V 155.K.c	1.5 0.0 2.0 1.5 0.8	i+kʱok	0	9	And:9
23333	114_and	And	KHAMBU	KHAMBU	aiyāh	aiyāh	ai j ʌː h	kham1288					7 6 7 3	XBYN	AJEH	60	60.A.V 60.J.C 60.E.V 60.H.c	1.5 1.75 1.3 0.8	aijʌːh	0	10	And:10
23334	114_and	And	LAMBICHHONG	LAMBICHHONG	lā	lā	l ʌː	yakk1236		27.3714	87.9306		5 7	AX	LE	74	74.L.C 74.E.V	2.0 1.5	lʌː	0	1	And:1
23335	114_and	And	LAMBICHHONG	LAMBICHHONG	ch’ā	ch’ā	tʃʱ ʌː	yakk1236		27.3714	87.9306		1 7	AX	TE	74	74.T.C 74.E.V	2.0 1.5	tʃʱʌː	0	7	And:7
23336	114_and	And	WALING	WALING	ch’a	ch’a	tʃʱ ʌ	wali1261		26.6369	86.4837		1 7	AX	TE	152	152.T.C 152.E.V	2.0 1.5	tʃʱʌ	0	7	And:7
23337	114_and	And	CHHINGTANG	CHHINGTANG	yē	yē	j eː	chhi1245		26.961	87.1899		6 7	AX	JE	26	26.J.C 26.E.V	2.0 1.5	jeː	0	10	And:10
23338	114_and	And	CHHINGTANG	CHHINGTANG	naṅ	naṅ	n̪ ʌ ŋ	chhi1245		26.961	87.1899		4 7 4	AXN	NEN	26	26.N.C 26.E.V 26.N.c	2.0 1.5 0.8	n̪ʌŋ	0	3	And:3
23339	114_and	And	CHHINGTANG	CHHINGTANG	yāṅ	yāṅ	j ʌː ŋ	chhi1245		26.961	87.1899		6 7 4	AXN	JEN	26	26.J.C 26.E.V 26.N.c	2.0 1.5 0.8	jʌːŋ	0	10	And:10
23340	114_and	And	NACHHERENG	NACHHERENG	sa	sa	s ʌ	nach1240		27.4202	86.7001		3 7	AX	SE	103	103.S.C 103.E.V	2.0 1.5	sʌ	0	6	And:6
23341	114_and	And	NACHHERENG	NACHHERENG	lō	lō	l oː	nach1240		27.4202	86.7001		5 7	AX	LU	103	103.L.C 103.U.V	2.0 1.5	loː	0	1	And:1
23342	114_and	And	KULUNG	KULUNG	sō	sō	s oː	kulu1253		27.1606	87.5717		3 7	AX	SU	67	67.S.C 67.U.V	2.0 1.5	soː	0	6	And:6
23343	114_and	And	THULUNG	THULUNG	nuṅ	nuṅ	n̪ u ŋ	drun1238		28.00792	98.49449		4 7 4	AXN	NYN	148	148.N.C 148.Y.V 148.N.c	2.0 1.5 0.8	n̪uŋ	0	3	And:3
23344	114_and	And	THULUNG	THULUNG	bō	bō	b oː	drun1238		28.00792	98.49449		1 7	AX	PU	148	148.P.C 148.U.V	2.0 1.5	boː	0	8	And:8
23345	114_and	And	CHAURASYA	CHAURASYA	yē	yē	j eː	wamb1257		27.14808	86.47646		6 7	AX	JE	25	25.J.C 25.E.V	2.0 1.5	jeː	0	10	And:10
23346	114_and	And	RAIORJIMDAR	RAI_OR_JIMDAR	kāi	kāi	k aːi	athp1241		26.8794	87.3296		1 7	AX	KA	117	117.K.C 117.A.V	2.0 1.5	kaːi	0	9	And:9
23347	114_and	And	GURUNG	GURUNG	ra	ra	r ʌ	east2345		28.4368	84.58145		5 7	AX	RE	42	42.R.C 42.E.V	2.0 1.5	rʌ	0	1	And:1
23348	114_and	And	MURMI	MURMI	ra	ra	r ʌ	west2415		28.0239	85.0563		5 7	AX	RE	102	102.R.C 102.E.V	2.0 1.5	rʌ	0	1	And:1
23349	114_and	And	SUNWAR	SUNWAR	āni	āni	ʌː n̪ i	sunw1242		27.5201	86.2476		7 4 7	XBZ	ENI	134	134.E.V 134.N.C 134.I.V	1.5 1.75 0.8	ʌːn̪i	0	3	And:3
23350	114_and	And	MAGARI	MAGARI	ra	ra	r ʌ	west2418		28.2462	83.511		5 7	AX	RE	84	84.R.C 84.E.V	2.0 1.5	rʌ	0	1	And:1
23351	114_and	And	NEWARI	NEWARI	o	o	o	newa1246		27.2614	84.9577		7	X	U	105	105.U.V	1.5	o	0	14	And:14
23352	114_and	And	PADIPAHRIORPAHI	PADI_PAHRI_OR_PAHI	o	o	o	newa1246		27.2614	84.9577		7	X	U	108	108.U.V	1.5	o	0	14	And:14
23353	114_and	And	RONGORLEPCHA	RONG_OR_LEPCHA	un	un	u n̪	lepc1244		27.0869	88.5726		7 4	XN	YN	121	121.Y.V 121.N.c	1.5 0.8	un̪	0	10	And:10
23355	114_and	And	ABOR	ABOR	lāṅ	lāṅ	l ʌː ŋ	bori1243		27.62812	94.3538		5 7 4	AXN	LEN	1	1.L.C 1.E.V 1.N.c	2.0 1.5 0.8	lʌːŋ	0	1	And:1
23356	114_and	And	MIRI	MIRI	lāṅ	lāṅ	l ʌː ŋ	misi1242		27.418	94.69		5 7 4	AXN	LEN	95	95.L.C 95.E.V 95.N.c	2.0 1.5 0.8	lʌːŋ	0	1	And:1
23357	114_and	And	DAFLA	DAFLA	lā	lā	l ʌː	nyis1236		27.278263	93.675529		5 7	AX	LE	31	31.L.C 31.E.V	2.0 1.5	lʌː	0	1	And:1
23358	114_and	And	LOLONI	LOLO_NI	˦˨ nä	˦˨ nä	⁴² + n̪ ɛ	axiy1235		24.6009	103.713		8 9 4 7	T_AX	3_NE	81	81.3.T 81._._ 81.N.C 81.E.V	1.0 0.0 1.6 3.0	⁴²+n̪ɛ	0	3	And:3
23360	114_and	And	LOLOPHO	LOLO_PHO	˦˨ lä	˦˨ lä	⁴² + l ɛ	lagh1245		22.2674	103.929		8 9 5 7	T_AX	3_LE	82	82.3.T 82._._ 82.L.C 82.E.V	1.0 0.0 1.6 3.0	⁴²+lɛ	0	1	And:1
23361	114_and	And	AKAKA	A_KA_KA	nä̃	nä̃	n̪ ɛ̃	akha1245		21.2309	100.964		4 7	AX	NE	3	3.N.C 3.E.V	2.0 1.5	n̪ɛ̃	0	3	And:3
23362	114_and	And	LISU	LISU	ᵃ ˧ bye	ᵃ ˧ bye	ă + ³ + b j e	lisu1250		26.91	98.94		7 9 8 9 1 6 7	X_T_ACX	A_6_PJE	79	79.A.V 79._._ 79.6.T 79._._ 79.P.C 79.J.C 79.E.V	3.0 0.0 1.0 0.0 1.6 1.2 3.0	ă+³+bje	0	15	And:15
23363	114_and	And	LISHAOYAOYIN	LISHAO_YAOYIN	bä	bä	b ɛ	lisu1250		26.91	98.94		1 7	AX	PE	78	78.P.C 78.E.V	2.0 1.5	bɛ	0	8	And:8
23364	114_and	And	LAHU	LAHU	lä	lä	l ɛ	lahu1253		21.2701	100.214		5 7	AX	LE	71	71.L.C 71.E.V	2.0 1.5	lɛ	0	1	And:1
23365	114_and	And	BHOTIATIBETANWRITTEN	BHOTIA_TIBETAN_WRITTEN	daṅ	daṅ	d̪ ʌ ŋ	sikk1242		27.85795	88.59153		1 7 4	AXN	TEN	16	16.T.C 16.E.V 16.N.c	2.0 1.5 0.8	d̪ʌŋ	0	7	And:7
23367	114_and	And	BALTI	BALTI	naṅ	naṅ	n̪ ʌ ŋ	balt1258		34.4491	77.2859		4 7 4	AXN	NEN	12	12.N.C 12.E.V 12.N.c	2.0 1.5 0.8	n̪ʌŋ	0	3	And:3
23368	114_and	And	BALTI	BALTI	yaṅ	yaṅ	j ʌ ŋ	balt1258		34.4491	77.2859		6 7 4	AXN	JEN	12	12.J.C 12.E.V 12.N.c	2.0 1.5 0.8	jʌŋ	0	10	And:10
23369	114_and	And	BHOTIAOFPURIK	BHOTIA_OF_PURIK	naṅ	naṅ	n̪ ʌ ŋ	puri1258		34.3386	76.0127		4 7 4	AXN	NEN	15	15.N.C 15.E.V 15.N.c	2.0 1.5 0.8	n̪ʌŋ	0	3	And:3
23370	114_and	And	BHOTIAOFPURIK	BHOTIA_OF_PURIK	yaṅ	yaṅ	j ʌ ŋ	puri1258		34.3386	76.0127		6 7 4	AXN	JEN	15	15.J.C 15.E.V 15.N.c	2.0 1.5 0.8	jʌŋ	0	10	And:10
23371	114_and	And	BHOTIAOFPURIK	BHOTIA_OF_PURIK	daṅ	daṅ	d̪ ʌ ŋ	puri1258		34.3386	76.0127		1 7 4	AXN	TEN	15	15.T.C 15.E.V 15.N.c	2.0 1.5 0.8	d̪ʌŋ	0	7	And:7
23372	114_and	And	LADAKHI	LADAKHI	daṅ	daṅ	d̪ ʌ ŋ	lada1244		33.468	80.6013		1 7 4	AXN	TEN	69	69.T.C 69.E.V 69.N.c	2.0 1.5 0.8	d̪ʌŋ	0	7	And:7
23373	114_and	And	LADAKHI	LADAKHI	yaṅ	yaṅ	j ʌ ŋ	lada1244		33.468	80.6013		6 7 4	AXN	JEN	69	69.J.C 69.E.V 69.N.c	2.0 1.5 0.8	jʌŋ	0	10	And:10
23374	114_and	And	LADAKHIOFSPITI	LADAKHI_OF_SPITI	yaṅ	yaṅ	j ʌ ŋ	spit1240		32.526	77.833		6 7 4	AXN	JEN	70	70.J.C 70.E.V 70.N.c	2.0 1.5 0.8	jʌŋ	0	10	And:10
23375	114_and	And	KAGATE	KAGATE	yaṅ	yaṅ	j ʌ ŋ	kaga1252		27.4492	86.1675		6 7 4	AXN	JEN	53	53.J.C 53.E.V 53.N.c	2.0 1.5 0.8	jʌŋ	0	10	And:10
23376	114_and	And	SHARPA	SHARPA	ta-ruṅ	ta-ruṅ	t̪ ʌ + r u ŋ	sher1255		27.674	86.9994		1 7 9 5 7 4	AX_AXN	TE_RYN	127	127.T.C 127.E.V 127._._ 127.R.C 127.Y.V 127.N.c	2.0 1.5 0.0 2.0 1.5 0.8	t̪ʌ+ruŋ	0	12	And:12
23377	114_and	And	DANJONGKA	DANJONGKA	ta-ruṅ	ta-ruṅ	t̪ ʌ + r u ŋ	sikk1242		27.85795	88.59153		1 7 9 5 7 4	AX_AXN	TE_RYN	32	32.T.C 32.E.V 32._._ 32.R.C 32.Y.V 32.N.c	2.0 1.5 0.0 2.0 1.5 0.8	t̪ʌ+ruŋ	0	12	And:12
23378	114_and	And	HLOKE	HLOKE	ta-ru-ra	ta-ru-ra	t̪ ʌ + r u + r ʌ	lowa1242		29.0324	83.8959		1 7 9 5 7 9 5 7	AX_AX_AX	TE_RY_RE	47	47.T.C 47.E.V 47._._ 47.R.C 47.Y.V 47._._ 47.R.C 47.E.V	2.0 1.5 0.0 2.0 1.5 0.0 2.0 1.5	t̪ʌ+ru+rʌ	0	12	And:12
23379	114_and	And	BODOORBARA	BODO_OR_BARA	bǔ	bǔ	b ŏ	bodo1269		26.1	92.0		1 7	AX	PU	17	17.P.C 17.U.V	2.0 1.5	bŏ	0	8	And:8
23380	114_and	And	DEURICHUTIYA	DEURI_CHUTIYA	arke	arke	ʌ r k e	deor1238		26.86152	93.70572		7 5 1 7	XMBZ	ERKE	34	34.E.V 34.R.c 34.K.C 34.E.V	1.5 1.1 1.75 0.8	ʌrke	0	9	And:9
23381	114_and	And	ANGAMI	ANGAMI	mu	mu	m u	anga1288		25.6841	93.8668		4 7	AX	MY	7	7.M.C 7.Y.V	2.0 1.5	mu	0	5	And:5
23382	114_and	And	ANGAMI	ANGAMI	ri	ri	r i	anga1288		25.6841	93.8668		5 7	AX	RI	7	7.R.C 7.I.V	2.0 1.5	ri	0	1	And:1
23383	114_and	And	SEMA	SEMA	-ṅwo	-ṅwo	+ ŋ w o	sumi1235		25.9996	94.4235		9 4 6 7	_ACX	_NWU	124	124._._ 124.N.C 124.W.C 124.U.V	0.0 2.0 1.5 1.5	+ŋwo	0	3	And:3
23384	114_and	And	SEMA	SEMA	eno	eno	e n̪ o	sumi1235		25.9996	94.4235		7 4 7	XBZ	ENU	124	124.E.V 124.N.C 124.U.V	1.5 1.75 0.8	en̪o	0	3	And:3
23385	114_and	And	SEMA	SEMA	ino	ino	i n̪ o	sumi1235		25.9996	94.4235		7 4 7	XBZ	INU	124	124.I.V 124.N.C 124.U.V	1.5 1.75 0.8	in̪o	0	3	And:3
23386	114_and	And	RENGMA	RENGMA	tsonā-i	tsonā-i	ts o n̪ ʌː + i	nort2725		26.4492	94.5683		2 7 4 7 9 7	AXBZ_X	CUNE_I	119	119.C.C 119.U.V 119.N.C 119.E.V 119._._ 119.I.V	2.0 1.5 1.75 0.8 0.0 1.5	tson̪ʌː+i	0	3	And:3
23387	114_and	And	KEZAMA	KEZAMA	yi	yi	j i	khez1235		25.7078	94.3114		6 7	AX	JI	58	58.J.C 58.I.V	2.0 1.5	ji	0	10	And:10
23388	114_and	And	SOPVOMA	SOPVOMA	oṅē	oṅē	o ŋ eː	maon1238		25.3836	94.0035		7 4 7	XBZ	UNE	133	133.U.V 133.N.C 133.E.V	1.5 1.75 0.8	oŋeː	0	3	And:3
23389	114_and	And	AO	AO	āseir	āseir	ʌː s ei r	aona1235		26.3241	94.3824		7 3 7 5	XBYN	ESER	8	8.E.V 8.S.C 8.E.V 8.R.c	1.5 1.75 1.3 0.8	ʌːseir	0	6	And:6
23390	114_and	And	HLOTA	HLOTA	nā	nā	n̪ ʌː	loth1237		26.01396	94.04355		4 7	AX	NE	48	48.N.C 48.E.V	2.0 1.5	n̪ʌː	0	3	And:3
23391	114_and	And	HLOTA	HLOTA	sūhā	sūhā	s uː h ʌː	loth1237		26.01396	94.04355		3 7 3 7	AXBZ	SYHE	48	48.S.C 48.Y.V 48.H.C 48.E.V	2.0 1.5 1.75 0.8	suːhʌː	0	6	And:6
23392	114_and	And	THUKUMI	THUKUMI	apunu	apunu	ʌ p u n̪ u	sang1321		25.8581	94.6279		7 1 7 4 7	XBYBZ	EPYNY	147	147.E.V 147.P.C 147.Y.V 147.N.C 147.Y.V	1.5 1.75 1.3 1.75 0.8	ʌpun̪u	0	3	And:3
23393	114_and	And	YACHUMI	YACHUMI	a-ṅibēyā	a-ṅibēyā	ʌ + ŋ i b eː j ʌː	yimc1240		25.7675	94.8087		7 9 4 7 1 7 6 7	X_AXBYBZ	E_NIPEJE	154	154.E.V 154._._ 154.N.C 154.I.V 154.P.C 154.E.V 154.J.C 154.E.V	1.5 0.0 2.0 1.5 1.75 1.3 1.75 0.8	ʌ+ŋibeːjʌː	0	17	And:17
23394	114_and	And	TAMLU	TAMLU	ma	ma	m ʌ	phom1236		26.4715	94.7476		4 7	AX	ME	137	137.M.C 137.E.V	2.0 1.5	mʌ	0	5	And:5
23395	114_and	And	CHANG	CHANG	tokē	tokē	t̪ o k eː	chan1313		26.4336	94.9536		1 7 1 7	AXBZ	TUKE	24	24.T.C 24.U.V 24.K.C 24.E.V	2.0 1.5 1.75 0.8	t̪okeː	0	7	And:7
23396	114_and	And	KABUI	KABUI	ā-kum-nā	ā-kum-nā	ʌː + k u m + n̪ ʌː	rong1266		25.098	93.7869		7 9 1 7 4 9 4 7	X_AXN_AX	E_KYM_NE	51	51.E.V 51._._ 51.K.C 51.Y.V 51.M.c 51._._ 51.N.C 51.E.V	1.5 0.0 2.0 1.5 0.8 0.0 2.0 1.5	ʌː+kum+n̪ʌː	0	11	And:11
23397	114_and	And	MIKIR	MIKIR	ānsi	ānsi	ʌː n̪ s i	karb1241		25.7317	93.0462		7 4 3 7	XMBZ	ENSI	94	94.E.V 94.N.c 94.S.C 94.I.V	1.5 1.1 1.75 0.8	ʌːn̪si	0	6	And:6
23398	114_and	And	MIKIR	MIKIR	pen	pen	p e n̪	karb1241		25.7317	93.0462		1 7 4	AXN	PEN	94	94.P.C 94.E.V 94.N.c	2.0 1.5 0.8	pen̪	0	8	And:8
23399	114_and	And	MIKIR	MIKIR	ā-kō	ā-kō	ʌː + k oː	karb1241		25.7317	93.0462		7 9 1 7	X_AX	E_KU	94	94.E.V 94._._ 94.K.C 94.U.V	1.5 0.0 2.0 1.5	ʌː+koː	0	9	And:9
23400	114_and	And	TANGKHUL	TANGKHUL	āṅka-la	āṅka-la	ʌː ŋ k ʌ + l ʌ	ukhr1238					7 4 1 7 9 5 7	XMBZ_AX	ENKE_LE	138	138.E.V 138.N.c 138.K.C 138.E.V 138._._ 138.L.C 138.E.V	1.5 1.1 1.75 0.8 0.0 2.0 1.5	ʌːŋkʌ+lʌ	0	6	And:6
23401	114_and	And	TANGKHUL	TANGKHUL	la	la	l ʌ	ukhr1238					5 7	AX	LE	138	138.L.C 138.E.V	2.0 1.5	lʌ	0	1	And:1
23402	114_and	And	MARING	MARING	-nuṅ	-nuṅ	+ n̪ u ŋ	mari1416		24.2854	94.0723		9 4 7 4	_AXN	_NYN	90	90._._ 90.N.C 90.Y.V 90.N.c	0.0 2.0 1.5 0.8	+n̪uŋ	0	3	And:3
23403	114_and	And	CHINGPAORKACHIN	CHINGPA_OR_KACHIN	te	te	t̪ e	kach1280		25.4634	97.3278		1 7	AX	TE	29	29.T.C 29.E.V	2.0 1.5	t̪e	0	7	And:7
23405	114_and	And	SINGPHO	SINGPHO	maṅ	maṅ	m ʌ ŋ	sing1264		27.296	95.606		4 7 4	AXN	MEN	130	130.M.C 130.E.V 130.N.c	2.0 1.5 0.8	mʌŋ	0	5	And:5
23407	114_and	And	MEITHEI	MEITHEI	a-du-gā	a-du-gā	ʌ + d̪ u + g ʌː	mani1292		24.4409	93.3426		7 9 1 7 9 1 7	X_AX_AX	E_TY_KE	92	92.E.V 92._._ 92.T.C 92.Y.V 92._._ 92.K.C 92.E.V	1.5 0.0 2.0 1.5 0.0 2.0 1.5	ʌ+d̪u+gʌː	0	9	And:9
23408	114_and	And	THADO	THADO	yōṅ	yōṅ	j oː ŋ	thad1238		24.096	93.722		6 7 4	AXN	JUN	144	144.J.C 144.U.V 144.N.c	2.0 1.5 0.8	joːŋ	0	10	And:10
23409	114_and	And	THADO	THADO	lē	lē	l eː	thad1238		24.096	93.722		5 7	AX	LE	144	144.L.C 144.E.V	2.0 1.5	leː	0	1	And:1
23410	114_and	And	SIYIN	SIYIN	lē	lē	l eː	siyi1240		23.8192	93.6884		5 7	AX	LE	132	132.L.C 132.E.V	2.0 1.5	leː	0	1	And:1
23411	114_and	And	LAI	LAI	hẽ	hẽ	h ẽ	haka1240		22.8735	92.8208		3 7	AX	HE	72	72.H.C 72.E.V	2.0 1.5	hẽ	0	6	And:6
23412	114_and	And	LUSHEI	LUSHEI	le°	le°	l e +	lush1249		22.6138	92.6247		5 7 9	AX_	LE_	83	83.L.C 83.E.V 83._._	2.0 1.5 0.0	le+	0	1	And:1
23413	114_and	And	BANJOGI	BANJOGI	ā-daṅ	ā-daṅ	ʌː + d̪ ʌ ŋ	zotu1235		22.5298	93.29		7 9 1 7 4	X_AXN	E_TEN	13	13.E.V 13._._ 13.T.C 13.E.V 13.N.c	1.5 0.0 2.0 1.5 0.8	ʌː+d̪ʌŋ	0	7	And:7
23414	114_and	And	PANKHU	PANKHU	ā-daṅ	ā-daṅ	ʌː + d̪ ʌ ŋ	pank1249		22.6797	92.9461		7 9 1 7 4	X_AXN	E_TEN	109	109.E.V 109._._ 109.T.C 109.E.V 109.N.c	1.5 0.0 2.0 1.5 0.8	ʌː+d̪ʌŋ	0	7	And:7
23415	114_and	And	HALLAM	HALLAM	nūk-chū	nūk-chū	n̪ uː k + tʃ uː	fala1243		23.7892833333	92.3254633333		4 7 1 9 1 7	AXN_AX	NYK_TY	45	45.N.C 45.Y.V 45.K.c 45._._ 45.T.C 45.Y.V	2.0 1.5 0.8 0.0 2.0 1.5	n̪uːk+tʃuː	0	13	And:13
23416	114_and	And	LANGRONG	LANGRONG	chūn	chūn	tʃ uː n̪	lang1312					1 7 4	AXN	TYN	75	75.T.C 75.Y.V 75.N.c	2.0 1.5 0.8	tʃuːn̪	0	7	And:7
23417	114_and	And	AIMOL	AIMOL	k’ana-k’ana-ko	k’ana-k’ana-ko	kʱ ʌ n̪ ʌ + kʱ ʌ n̪ ʌ + k o	aimo1244		24.6437	94.3556		1 7 4 7 9 1 7 4 7 9 1 7	AXBZ_AXBZ_AX	KENE_KENE_KU	2	2.K.C 2.E.V 2.N.C 2.E.V 2._._ 2.K.C 2.E.V 2.N.C 2.E.V 2._._ 2.K.C 2.U.V	2.0 1.5 1.75 0.8 0.0 2.0 1.5 1.75 0.8 0.0 2.0 1.5	kʱʌn̪ʌ+kʱʌn̪ʌ+ko	0	2	And:2
