# Wordlist

# DATA
ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY
51841	37_back	Back	DANAO	DANAO	kro θ’-kyen	kro θ’-kyen	k r o + θ + kʲ e n̪	dana1252	1291	20.4957	96.998	
51842	37_back	Back	KHASISTANDARD	KHASI_STANDARD	iṅdoṅ	iṅdoṅ	i ŋ d̪ o ŋ	khas1269	1291	24.977	91.9998	
51843	37_back	Back	WAR	WAR	tümpoṅ	tümpoṅ	t̪ y m p o ŋ	warj1242	1291	25.1154	91.6266	
51844	37_back	Back	NICOBARESE	NICOBARESE	ok	ok	o k	cent1990	1291	7.94812	93.3921	
51845	37_back	Back	KHERWARISANTHALI	KHERWARI_SANTHALI	dēā	dēā	d̪ eː ʌː	sant1410	1291	25.0317	87.8185	
51846	37_back	Back	MUNDARI	MUNDARI	dea	dea	d̪ e ʌ	mund1320	1291	23.03	85.85	
51847	37_back	Back	MUNDARI	MUNDARI	då̃yā	då̃yā	d̪ ɔ j ʌː	mund1320	1291	23.03	85.85	
51848	37_back	Back	KURKU	KURKU	b’aurī	b’aurī	bʰ au r iː	kork1243	1291	21.8358	77.5541	
51849	37_back	Back	KHARIA	KHARIA	kuṇḍaᵖ	kuṇḍaᵖ	k u ɳ ɖ ʌ p̚	khar1287	1291	22.3571	84.3922	
51850	37_back	Back	JUANG	JUANG	kīnāp	kīnāp	k iː n̪ ʌː p	juan1238	1291	21.2606	85.5845	
51851	37_back	Back	SAVARA	SAVARA	kiṇḍoṅ	kiṇḍoṅ	k i ɳ ɖ o ŋ	sora1254	1291	19.1213	84.19	
51852	37_back	Back	GADABA	GADABA	gīiḍāṅg	gīiḍāṅg	g iː i ɖ ʌː ŋ g	bodo1267	1291	18.3857	82.771	
51853	37_back	Back	GADABA	GADABA	hāḍumnī	hāḍumnī	h ʌː ɖ u m n̪ iː	bodo1267	1291	18.3857	82.771	
51864	37_back	Back	VIETNAMESE	VIETNAMESE	˧ lüṅ	lüṅ˧	l y ŋ ³	viet1252	1291	20.681188	105.774071	
#
35816	138_beat	Beat	KHMER	KHMER	veai chǒ	veai chǒ	v e ai + tʃ ɒ	cent1989	1665	12.0515	105.015	
35817	138_beat	Beat	TALAINGWRITTEN	TALAING_WRITTEN	tak ra	tak ra	t̪ ʌ k + r ʌ	monn1252	1665	15.49394	98.122465	
35818	138_beat	Beat	TALAINGWRITTEN	TALAING_WRITTEN	tak ñi	tak ñi	t̪ ʌ k + ɲ i	monn1252	1665	15.49394	98.122465	
35819	138_beat	Beat	TALAINGSPOKEN	TALAING_SPOKEN	t’àᵏ	t’àᵏ	t̪ʰ a k̚	monn1252	1665	15.49394	98.122465	
35820	138_beat	Beat	SAKAI	SAKAI	biköh	biköh	b i k ø h	seno1278	1665			
35821	138_beat	Beat	SAKAI	SAKAI	bikok	bikok	b i k o k	seno1278	1665			
35822	138_beat	Beat	SAKAI	SAKAI	båt	båt	b ɔ t̪	seno1278	1665			
35823	138_beat	Beat	SEMANG	SEMANG	tᵉbåh	tᵉbåh	t̪ ĕ b ɔ h	nort2682	1665			
35824	138_beat	Beat	SEMANG	SEMANG	tàṅkåh	tàṅkåh	t̪ a ŋ k ɔ h	nort2682	1665			
35825	138_beat	Beat	PALAUNG	PALAUNG	lạr	lạr	l a r	ruma1248	1665	23.6404	97.3172	
35826	138_beat	Beat	PALAUNG	PALAUNG	(slap) tā	tā	t̪ ʌː	ruma1248	1665	23.6404	97.3172	
35828	138_beat	Beat	DARANG	DARANG	mà	mà	m a	ruch1235	1665	21.6176	98.0915	
35829	138_beat	Beat	WA	WA	mün	mün	m y n̪	nucl1290	1665	23.1024	99.108	
35830	138_beat	Beat	SON	SON	lwe	lwe	l w e	sonn1238	1665			
35831	138_beat	Beat	EN	EN	min	min	m i n̪	ennn1242	1665			
35832	138_beat	Beat	TAILOI	TAI_LOI	pu	pu	p u	tail1246	1665	21.4293	100.985	
35833	138_beat	Beat	AMOK	A_MOK	klok-en	klok-en	k l o k + e n̪	mokk1243	1665	18.9117	99.5821	
35834	138_beat	Beat	ANGKU	ANG_KU	wup	wup	w u p	huuu1240	1665	22.0163	100.881	
35836	138_beat	Beat	DANAO	DANAO	löṅ	löṅ	l ø ŋ	dana1252	1665	20.4957	96.998	
35837	138_beat	Beat	YINRIANG	YIN_RIANG	nàk	nàk	n̪ a k	rian1261	1665	24.0521	98.8333	
35838	138_beat	Beat	KHASISTANDARD	KHASI_STANDARD	šo°	šo°	ʃ o	khas1269	1665	24.977	91.9998	
35839	138_beat	Beat	WAR	WAR	sümpàt	sümpàt	s y m p a t̪	warj1242	1665	25.1154	91.6266	
35840	138_beat	Beat	WAR	WAR	cho°	cho°	tʃ o	warj1242	1665	25.1154	91.6266	
35841	138_beat	Beat	NICOBARESE	NICOBARESE	orī	orī	o r iː	cent1990	1665	7.94812	93.3921	
35842	138_beat	Beat	KHERWARISANTHALI	KHERWARI_SANTHALI	dāl	dāl	d̪ ʌː l	sant1410	1665	25.0317	87.8185	
35843	138_beat	Beat	MUNDARI	MUNDARI	dāl	dāl	d̪ ʌː l	mund1320	1665	23.03	85.85	
35844	138_beat	Beat	KURKU	KURKU	mundā	mundā	m u n̪ d̪ ʌː	kork1243	1665	21.8358	77.5541	
35845	138_beat	Beat	KHARIA	KHARIA	gil	gil	g i l	khar1287	1665	22.3571	84.3922	
35846	138_beat	Beat	JUANG	JUANG	ab’a	ab’a	ʌ bʰ ʌ	juan1238	1665	21.2606	85.5845	
35847	138_beat	Beat	SAVARA	SAVARA	tiḍ	tiḍ	t̪ i ɖ	sora1254	1665	19.1213	84.19	
35848	138_beat	Beat	GADABA	GADABA	buk	buk	b u k	bodo1267	1665	18.3857	82.771	
35860	138_beat	Beat	VIETNAMESE	VIETNAMESE	˦˥ dàñ	dàñ˦˥	d̪ a ɲ ⁴⁵	viet1252	1665	20.681188	105.774071	
#
21268	109_before	Before	KHMER	KHMER	mun	mun	m u n̪	cent1989	1882	12.0515	105.015	
21269	109_before	Before	TALAINGWRITTEN	TALAING_WRITTEN	gata	gata	g ʌ t̪ ʌ	monn1252	1882	15.49394	98.122465	
21270	109_before	Before	TALAINGSPOKEN	TALAING_SPOKEN	k^àtà mak	k^àtà mak	k a t̪ a + m ʌ k	monn1252	1882	15.49394	98.122465	
21271	109_before	Before	SAKAI	SAKAI	kui-ṅār	kui-ṅār	k u i + ŋ ʌː r	seno1278	1882			
21272	109_before	Before	SAKAI	SAKAI	kui ‘ntöh	kui ‘ntöh	k u i + n̪ t̪ ø h	seno1278	1882			
21273	109_before	Before	SEMANG	SEMANG	kàseṅ (?)	kàseṅ	k a s e ŋ	nort2682	1882			
21274	109_before	Before	SEMANG	SEMANG	chinàh	chinàh	tʃ i n̪ a h	nort2682	1882			
21275	109_before	Before	PALAUNG	PALAUNG	(place) rààᵗ	rààᵗ	r a a t̪̚	ruma1248	1882	23.6404	97.3172	
21276	109_before	Before	PALAUNG	PALAUNG	(time) krǖ-ä̌	krǖ-ä̌	k r yː + ɛ	ruma1248	1882	23.6404	97.3172	
21277	109_before	Before	PALAUNG	PALAUNG	krä̌	krä̌	k r ɛ	ruma1248	1882	23.6404	97.3172	
21278	109_before	Before	PALAUNG	PALAUNG	ai°	ai°	ai	ruma1248	1882	23.6404	97.3172	
21279	109_before	Before	PALAUNG	PALAUNG	dåṅ	dåṅ	d̪ ɔ ŋ	ruma1248	1882	23.6404	97.3172	
21280	109_before	Before	PALAUNG	PALAUNG	rà-àᵗ	rà-àᵗ	r a + a t̪̚	ruma1248	1882	23.6404	97.3172	
21282	109_before	Before	DARANG	DARANG	i-ai	i-ai	i + ai	ruch1235	1882	21.6176	98.0915	
21283	109_before	Before	WA	WA	tökkà	tökkà	t̪ ø k k a	nucl1290	1882	23.1024	99.108	
21284	109_before	Before	WA	WA	püṅkà	püṅkà	p y ŋ k a	nucl1290	1882	23.1024	99.108	
21285	109_before	Before	WA	WA	luenhà	luenhà	l u e n̪ h a	nucl1290	1882	23.1024	99.108	
21286	109_before	Before	WA	WA	làṅkà	làṅkà	l a ŋ k a	nucl1290	1882	23.1024	99.108	
21287	109_before	Before	WA	WA	gànā	gànā	g a n̪ ʌː	nucl1290	1882	23.1024	99.108	
21288	109_before	Before	WA	WA	kà	kà	k a	nucl1290	1882	23.1024	99.108	
21289	109_before	Before	SON	SON	pa-māṅ	pa-māṅ	p ʌ + m ʌː ŋ	sonn1238	1882			
21290	109_before	Before	EN	EN	kà-tē	kà-tē	k a + t̪ eː	ennn1242	1882			
21291	109_before	Before	TAILOI	TAI_LOI	tàm-nā	tàm-nā	t̪ a m + n̪ ʌː	tail1246	1882	21.4293	100.985	
21292	109_before	Before	AMOK	A_MOK	tà-nåk	tà-nåk	t̪ a + n̪ ɔ k	mokk1243	1882	18.9117	99.5821	
21293	109_before	Before	ANGKU	ANG_KU	lāk-toi	lāk-toi	l ʌː k + t̪ ɔɪ	huuu1240	1882	22.0163	100.881	
21295	109_before	Before	DANAO	DANAO	ho-lǒṅ-ṅon	ho-lǒṅ-ṅon	h o + l ɒ ŋ + ŋ o n̪	dana1252	1882	20.4957	96.998	
21296	109_before	Before	YINRIANG	YIN_RIANG	hàr-sān dàll	hàr-sān dàll	h a r + s ʌː n̪ + d̪ a l l	rian1261	1882	24.0521	98.8333	
21297	109_before	Before	KHASISTANDARD	KHASI_STANDARD	hà k’ümàt	hà k’ümàt	h a + kʰ y m a t̪	khas1269	1882	24.977	91.9998	
21298	109_before	Before	KHASISTANDARD	KHASI_STANDARD	hà šiwà	hà šiwà	h a + ʃ i w a	khas1269	1882	24.977	91.9998	
21299	109_before	Before	WAR	WAR	ti p’ràṅ	ti p’ràṅ	t̪ i + pʰ r a ŋ	warj1242	1882	25.1154	91.6266	
21300	109_before	Before	NICOBARESE	NICOBARESE	tala-chakā	tala-chakā	t̪ ʌ l ʌ + tʃ ʌ k ʌː	cent1990	1882	7.94812	93.3921	
21301	109_before	Before	KHERWARISANTHALI	KHERWARI_SANTHALI	lahā-rä	lahā-rä	l ʌ h ʌː + r ɛ	sant1410	1882	25.0317	87.8185	
21302	109_before	Before	MUNDARI	MUNDARI	ayar	ayar	ʌ j ʌ r	mund1320	1882	23.03	85.85	
21303	109_before	Before	KURKU	KURKU	sutū	sutū	s u t̪ uː	kork1243	1882	21.8358	77.5541	
21304	109_before	Before	KHARIA	KHARIA	seṅg	seṅg	s e ŋ g	khar1287	1882	22.3571	84.3922	
21305	109_before	Before	JUANG	JUANG	aga-tā	aga-tā	ʌ g ʌ + t̪ ʌː	juan1238	1882	21.2606	85.5845	
21306	109_before	Before	SAVARA	SAVARA	amaṅ-ban	amaṅ-ban	ʌ m ʌ ŋ + b ʌ n̪	sora1254	1882	19.1213	84.19	
21307	109_before	Before	GADABA	GADABA	sē̃isei	sē̃isei	s ẽː i s ei	bodo1267	1882	18.3857	82.771	
21308	109_before	Before	GADABA	GADABA	ammāṅgu	ammāṅgu	ʌ m m ʌː ŋ g u	bodo1267	1882	18.3857	82.771	
21320	109_before	Before	VIETNAMESE	VIETNAMESE	˦˥ trüök	trüök˦˥	t̪ r y ø k ⁴⁵	viet1252	1882	20.681188	105.774071	
#
21672	110_behind	Behind	KHMER	KHMER	kroi	kroi	k r ɔɪ	cent1989	1686	12.0515	105.015	
21673	110_behind	Behind	TALAINGWRITTEN	TALAING_WRITTEN	karau	karau	k ʌ r au	monn1252	1686	15.49394	98.122465	
21674	110_behind	Behind	TALAINGSPOKEN	TALAING_SPOKEN	l^ökàrau	l^ökàrau	l ø k a r au	monn1252	1686	15.49394	98.122465	
21675	110_behind	Behind	SAKAI	SAKAI	köniᵗ	köniᵗ	k ø n̪ i t̪̚	seno1278	1686			
21676	110_behind	Behind	SAKAI	SAKAI	chᵉlåt	chᵉlåt	tʃ ĕ l ɔ t̪	seno1278	1686			
21677	110_behind	Behind	SEMANG	SEMANG	krå’	krå’	k r ɔ	nort2682	1686			
21678	110_behind	Behind	SEMANG	SEMANG	kiå’	kiå’	k i ɔ	nort2682	1686			
21679	110_behind	Behind	PALAUNG	PALAUNG	rà-bạ̄ṅ	rà-bạ̄ṅ	r a + b ʌː ŋ	ruma1248	1686	23.6404	97.3172	
21681	110_behind	Behind	DARANG	DARANG	i-pàn	i-pàn	i + p a n̪	ruch1235	1686	21.6176	98.0915	
21682	110_behind	Behind	WA	WA	s’àṅkà	s’àṅkà	sʰ a ŋ k a	nucl1290	1686	23.1024	99.108	
21683	110_behind	Behind	WA	WA	ke	ke	k e	nucl1290	1686	23.1024	99.108	
21684	110_behind	Behind	WA	WA	nto	nto	n̪ t̪ o	nucl1290	1686	23.1024	99.108	
21685	110_behind	Behind	SON	SON	ån-kye	ån-kye	ɔ n̪ + kʲ e	sonn1238	1686			
21686	110_behind	Behind	EN	EN	kà-krē	kà-krē	k a + k r eː	ennn1242	1686			
21687	110_behind	Behind	TAILOI	TAI_LOI	tàm-kru	tàm-kru	t̪ a m + k r u	tail1246	1686	21.4293	100.985	
21688	110_behind	Behind	AMOK	A_MOK	nàm-kàn	nàm-kàn	n̪ a m + k a n̪	mokk1243	1686	18.9117	99.5821	
21689	110_behind	Behind	ANGKU	ANG_KU	teṅ-to-àṅ	teṅ-to-àṅ	t̪ e ŋ + t̪ o + a ŋ	huuu1240	1686	22.0163	100.881	
21691	110_behind	Behind	DANAO	DANAO	ho-lǒṅ-bǒt	ho-lǒṅ-bǒt	h o + l ɒ ŋ + b ɒ t̪	dana1252	1686	20.4957	96.998	
21692	110_behind	Behind	YINRIANG	YIN_RIANG	hàr-pwut	hàr-pwut	h a r + p w u t̪	rian1261	1686	24.0521	98.8333	
21693	110_behind	Behind	KHASISTANDARD	KHASI_STANDARD	hà dīn	hà dīn	h a + d̪ iː n̪	khas1269	1686	24.977	91.9998	
21694	110_behind	Behind	KHASISTANDARD	KHASI_STANDARD	šà dīn	šà dīn	ʃ a + d̪ iː n̪	khas1269	1686	24.977	91.9998	
21695	110_behind	Behind	WAR	WAR	di trāi	di trāi	d̪ i + t̪ r aːi	warj1242	1686	25.1154	91.6266	
21696	110_behind	Behind	NICOBARESE	NICOBARESE	tala-ok	tala-ok	t̪ ʌ l ʌ + o k	cent1990	1686	7.94812	93.3921	
21697	110_behind	Behind	KHERWARISANTHALI	KHERWARI_SANTHALI	tayåm	tayåm	t̪ ʌ j ɔ m	sant1410	1686	25.0317	87.8185	
21698	110_behind	Behind	MUNDARI	MUNDARI	tāyōm	tāyōm	t̪ ʌː j oː m	mund1320	1686	23.03	85.85	
21699	110_behind	Behind	KURKU	KURKU	tauwen	tauwen	t̪ au w e n̪	kork1243	1686	21.8358	77.5541	
21700	110_behind	Behind	KHARIA	KHARIA	loḍo	loḍo	l o ɖ o	khar1287	1686	22.3571	84.3922	
21701	110_behind	Behind	JUANG	JUANG	hacha-tā	hacha-tā	h ʌ tʃ ʌ + t̪ ʌː	juan1238	1686	21.2606	85.5845	
21702	110_behind	Behind	SAVARA	SAVARA	kiṇḍoṅ-ban	kiṇḍoṅ-ban	k i ɳ ɖ o ŋ + b ʌ n̪	sora1254	1686	19.1213	84.19	
21703	110_behind	Behind	GADABA	GADABA	giiḍāṅg	giiḍāṅg	g i i ɖ ʌː ŋ g	bodo1267	1686	18.3857	82.771	
21704	110_behind	Behind	GADABA	GADABA	lakki	lakki	l ʌ k k i	bodo1267	1686	18.3857	82.771	
21715	110_behind	Behind	VIETNAMESE	VIETNAMESE	˨˩ dàṅ-šau	dàṅ-šau˨˩	d̪ a ŋ + ʃ au ²¹	viet1252	1686	20.681188	105.774071	
#
51453	36_belly	Belly	KHMER	KHMER	p’ō	p’ō	pʰ oː	cent1989	1251	12.0515	105.015	
51454	36_belly	Belly	TALAINGWRITTEN	TALAING_WRITTEN	gnau	gnau	g n̪ au	monn1252	1251	15.49394	98.122465	
51455	36_belly	Belly	TALAINGSPOKEN	TALAING_SPOKEN	p’öṅ	p’öṅ	pʰ ø ŋ	monn1252	1251	15.49394	98.122465	
51456	36_belly	Belly	SAKAI	SAKAI	köt	köt	k ø t̪	seno1278	1251			
51457	36_belly	Belly	SAKAI	SAKAI	ed-pᵉdel	ed-pᵉdel	e d̪ + p ĕ d̪ e l	seno1278	1251			
51458	36_belly	Belly	SAKAI	SAKAI	chᵉ	chᵉ	tʃ ĕ	seno1278	1251			
51459	36_belly	Belly	SEMANG	SEMANG	chöṅ	chöṅ	tʃ ø ŋ	nort2682	1251			
51460	36_belly	Belly	SEMANG	SEMANG	kūt	kūt	k uː t̪	nort2682	1251			
51461	36_belly	Belly	PALAUNG	PALAUNG	vä̌ᵏ	vä̌ᵏ	v ɛ k̚	ruma1248	1251	23.6404	97.3172	
51462	36_belly	Belly	PALAUNG	PALAUNG	vä° (above navel)	vä°	v ɛ	ruma1248	1251	23.6404	97.3172	
51463	36_belly	Belly	PALAUNG	PALAUNG	kị̄ṅ påṅ (below navel)	kị̄ṅ påṅ	k ɪː ŋ + p ɔ ŋ	ruma1248	1251	23.6404	97.3172	
51465	36_belly	Belly	DARANG	DARANG	waik	waik	w ai k	ruch1235	1251	21.6176	98.0915	
51466	36_belly	Belly	WA	WA	tu	tu	t̪ u	nucl1290	1251	23.1024	99.108	
51467	36_belly	Belly	SON	SON	tu	tu	t̪ u	sonn1238	1251			
51468	36_belly	Belly	EN	EN	tu	tu	t̪ u	ennn1242	1251			
51469	36_belly	Belly	TAILOI	TAI_LOI	wait	wait	w ai t̪	tail1246	1251	21.4293	100.985	
51470	36_belly	Belly	AMOK	A_MOK	kà-tū	kà-tū	k a + t̪ uː	mokk1243	1251	18.9117	99.5821	
51471	36_belly	Belly	ANGKU	ANG_KU	tu-kūn	tu-kūn	t̪ u + k uː n̪	huuu1240	1251	22.0163	100.881	
51473	36_belly	Belly	DANAO	DANAO	pyit	pyit	p j i t̪	dana1252	1251	20.4957	96.998	
51474	36_belly	Belly	YINRIANG	YIN_RIANG	kluṅ	kluṅ	k l u ŋ	rian1261	1251	24.0521	98.8333	
51475	36_belly	Belly	KHAMUK	KHA_MUK	lwe	lwe	l w e	khmu1255	1251			
51476	36_belly	Belly	KHASISTANDARD	KHASI_STANDARD	küpo°	küpo°	k y p o	khas1269	1251	24.977	91.9998	
51477	36_belly	Belly	WAR	WAR	‘po°	‘po°	p o	warj1242	1251	25.1154	91.6266	
51478	36_belly	Belly	NICOBARESE	NICOBARESE	wīaṅ	wīaṅ	w iː ʌ ŋ	cent1990	1251	7.94812	93.3921	
51479	36_belly	Belly	KHERWARISANTHALI	KHERWARI_SANTHALI	lāᶜʰ	lāᶜʰ	l ʌː c̚ h	sant1410	1251	25.0317	87.8185	
51480	36_belly	Belly	MUNDARI	MUNDARI	lāiᶜʰ	lāiᶜʰ	l aːi c̚ h	mund1320	1251	23.03	85.85	
51481	36_belly	Belly	KURKU	KURKU	lāj	lāj	l ʌː dʒ	kork1243	1251	21.8358	77.5541	
51482	36_belly	Belly	KHARIA	KHARIA	lai°	lai°	l ai	khar1287	1251	22.3571	84.3922	
51483	36_belly	Belly	KHARIA	KHARIA	laiᶜʰ	laiᶜʰ	l ai c̚ h	khar1287	1251	22.3571	84.3922	
51484	36_belly	Belly	JUANG	JUANG	itip	itip	i t̪ i p	juan1238	1251	21.2606	85.5845	
51485	36_belly	Belly	SAVARA	SAVARA	kimpoṅ	kimpoṅ	k i m p o ŋ	sora1254	1251	19.1213	84.19	
51486	36_belly	Belly	GADABA	GADABA	sulōi	sulōi	s u l oː i	bodo1267	1251	18.3857	82.771	
51487	36_belly	Belly	GADABA	GADABA	puṭāni	puṭāni	p u ʈ ʌː n̪ i	bodo1267	1251	18.3857	82.771	
51498	36_belly	Belly	VIETNAMESE	VIETNAMESE	˨ buṅ	buṅ˨	b u ŋ ²	viet1252	1251	20.681188	105.774071	
#
57828	58_bird	Bird	KHMER	KHMER	sàt hor	sàt hor	s a t̪ + h o r	cent1989	937	12.0515	105.015	
57829	58_bird	Bird	TALAINGWRITTEN	TALAING_WRITTEN	gachem	gachem	g ʌ tʃ e m	monn1252	937	15.49394	98.122465	
57830	58_bird	Bird	TALAINGSPOKEN	TALAING_SPOKEN	käg’im	käg’im	k ɛ gʰ i m	monn1252	937	15.49394	98.122465	
57831	58_bird	Bird	TALAINGSPOKEN	TALAING_SPOKEN	k^äkyim	k^äkyim	k ɛ kʲ i m	monn1252	937	15.49394	98.122465	
57832	58_bird	Bird	SAKAI	SAKAI	chēp	chēp	tʃ eː p	seno1278	937			
57833	58_bird	Bird	SEMANG	SEMANG	kãwõd	kãwõd	k ã w õ d̪	nort2682	937			
57834	58_bird	Bird	SEMANG	SEMANG	kawau	kawau	k ʌ w au	nort2682	937			
57835	58_bird	Bird	PALAUNG	PALAUNG	s’īm	s’īm	sʰ iː m	ruma1248	937	23.6404	97.3172	
57836	58_bird	Bird	PALAUNG	PALAUNG	šīm	šīm	ʃ iː m	ruma1248	937	23.6404	97.3172	
57838	58_bird	Bird	WA	WA	s’im	s’im	sʰ i m	nucl1290	937	23.1024	99.108	
57839	58_bird	Bird	DANAO	DANAO	dzen	dzen	dz e n̪	dana1252	937	20.4957	96.998	
57840	58_bird	Bird	YINRIANG	YIN_RIANG	sim	sim	s i m	rian1261	937	24.0521	98.8333	
57841	58_bird	Bird	KHAMUK	KHA_MUK	s’im	s’im	sʰ i m	khmu1255	937			
57842	58_bird	Bird	KHASISTANDARD	KHASI_STANDARD	sim	sim	s i m	khas1269	937	24.977	91.9998	
